0,0.016891394660662265
1,0.06584735763015558
2,0.0007549771610961155
3,0.0004385396749758925
4,0.05425334417220722
5,0.0012238268314565062
6,0.0005382835933111839
7,0.0010528404493399587
8,0.00016746568372344228
9,0.00031881066414768356
10,3.8836210733526636e-05
11,0.0010422908976405376
12,0.0005228520099257499
14,0.0008398299322935291
15,0.04219799500400489
16,0.0010697717223412204
17,0.024273471491087287
18,0.0006289738543095192
20,0.01927874762465157
21,0.0021704156080854194
22,0.0003438644379249038
23,0.0004344688035839332
24,0.05469022476097803
25,0.08175761722472474
26,0.0013770331219976953
27,0.00047427527797054737
28,0.000993044790322349
29,0.01931351520321286
30,1.271500000000003e-06
31,0.0005733650773938382
32,0.05842175901006203
33,0.0005855878778442974
35,6.226201093943418e-05
